INFO 2021-01-02 22:07:48,872 autoreload 597 Watching for file changes with StatReloader
    response = get_response(request)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/views/generic/base.py", line 71, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/views/generic/base.py", line 97, in dispatch
    return handler(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/test/day08/MeiDuo_second/meiduo_mail/apps/users/views.py", line 59, in post
    mobile=mobile)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/contrib/auth/models.py", line 151, in create_user
    return self._create_user(username, email, password, **extra_fields)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/contrib/auth/models.py", line 143, in _create_user
    user = self.model(username=username, email=email, **extra_fields)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/db/models/base.py", line 501, in __init__
    raise TypeError("%s() got an unexpected keyword argument '%s'" % (cls.__name__, kwarg))
TypeError: User() got an unexpected keyword argument 'mobile'
ERROR 2021-01-02 22:47:07,612 basehttp 154 "POST /register/ HTTP/1.1" 500 99837
WARNING 2021-01-02 22:47:44,181 log 228 Not Found: /mobiles/15700000001/count/
WARNING 2021-01-02 22:47:44,182 basehttp 154 "GET /mobiles/15700000001/count/ HTTP/1.1" 404 2367
ERROR 2021-01-02 22:47:44,228 log 228 Internal Server Error: /register/
Traceback (most recent call last):
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/views/generic/base.py", line 71, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/views/generic/base.py", line 97, in dispatch
    return handler(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/test/day08/MeiDuo_second/meiduo_mail/apps/users/views.py", line 59, in post
    mobile=mobile)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/contrib/auth/models.py", line 151, in create_user
    return self._create_user(username, email, password, **extra_fields)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/contrib/auth/models.py", line 143, in _create_user
    user = self.model(username=username, email=email, **extra_fields)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/db/models/base.py", line 501, in __init__
    raise TypeError("%s() got an unexpected keyword argument '%s'" % (cls.__name__, kwarg))
TypeError: User() got an unexpected keyword argument 'mobile'
INFO 2021-01-02 22:47:44,228 basehttp 154 "GET /usernames/itcast_02/count/ HTTP/1.1" 200 39
ERROR 2021-01-02 22:47:44,231 basehttp 154 "POST /register/ HTTP/1.1" 500 99838
WARNING 2021-01-02 22:47:49,396 log 228 Not Found: /image_codes/b19aa7b4-6140-4262-a855-a619507723ca/
WARNING 2021-01-02 22:47:49,411 basehttp 154 "GET /image_codes/b19aa7b4-6140-4262-a855-a619507723ca/ HTTP/1.1" 404 2436
INFO 2021-01-02 22:47:54,091 basehttp 154 "GET /usernames/itcast_01/count/ HTTP/1.1" 200 39
INFO 2021-01-02 22:48:00,336 basehttp 154 "GET /usernames/itcast_02/count/ HTTP/1.1" 200 39
WARNING 2021-01-02 22:48:04,468 log 228 Not Found: /mobiles/15700000001/count/
WARNING 2021-01-02 22:48:04,471 basehttp 154 "GET /mobiles/15700000001/count/ HTTP/1.1" 404 2367
WARNING 2021-01-02 22:48:08,580 log 228 Not Found: /mobiles/15700000001/count/
WARNING 2021-01-02 22:48:08,581 basehttp 154 "GET /mobiles/15700000001/count/ HTTP/1.1" 404 2367
INFO 2021-01-02 22:48:08,589 basehttp 154 "GET /usernames/itcast_02/count/ HTTP/1.1" 200 39
ERROR 2021-01-02 22:48:08,634 log 228 Internal Server Error: /register/
Traceback (most recent call last):
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/views/generic/base.py", line 71, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/views/generic/base.py", line 97, in dispatch
    return handler(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/test/day08/MeiDuo_second/meiduo_mail/apps/users/views.py", line 59, in post
    mobile=mobile)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/contrib/auth/models.py", line 151, in create_user
    return self._create_user(username, email, password, **extra_fields)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/contrib/auth/models.py", line 143, in _create_user
    user = self.model(username=username, email=email, **extra_fields)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/db/models/base.py", line 501, in __init__
    raise TypeError("%s() got an unexpected keyword argument '%s'" % (cls.__name__, kwarg))
TypeError: User() got an unexpected keyword argument 'mobile'
ERROR 2021-01-02 22:48:08,635 basehttp 154 "POST /register/ HTTP/1.1" 500 99837
INFO 2021-01-02 22:48:17,399 autoreload 597 Watching for file changes with StatReloader
INFO 2021-01-02 22:48:22,919 basehttp 154 "GET /usernames/itcast_02/count/ HTTP/1.1" 200 39
WARNING 2021-01-02 22:48:22,924 log 228 Not Found: /mobiles/15700000001/count/
WARNING 2021-01-02 22:48:22,929 basehttp 154 "GET /mobiles/15700000001/count/ HTTP/1.1" 404 2367
ERROR 2021-01-02 22:48:22,991 log 228 Internal Server Error: /register/
Traceback (most recent call last):
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/views/generic/base.py", line 71, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/views/generic/base.py", line 97, in dispatch
    return handler(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/test/day08/MeiDuo_second/meiduo_mail/apps/users/views.py", line 59, in post
    mobile=mobile)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/contrib/auth/models.py", line 151, in create_user
    return self._create_user(username, email, password, **extra_fields)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/contrib/auth/models.py", line 143, in _create_user
    user = self.model(username=username, email=email, **extra_fields)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/db/models/base.py", line 501, in __init__
    raise TypeError("%s() got an unexpected keyword argument '%s'" % (cls.__name__, kwarg))
TypeError: User() got an unexpected keyword argument 'mobile'
ERROR 2021-01-02 22:48:22,993 basehttp 154 "POST /register/ HTTP/1.1" 500 99838
INFO 2021-01-02 22:55:13,235 autoreload 597 Watching for file changes with StatReloader
INFO 2021-01-02 22:55:16,510 basehttp 154 "OPTIONS /register/ HTTP/1.1" 200 0
WARNING 2021-01-02 22:55:16,533 log 228 Not Found: /mobiles/15700000001/count/
WARNING 2021-01-02 22:55:16,538 basehttp 154 "GET /mobiles/15700000001/count/ HTTP/1.1" 404 2367
INFO 2021-01-02 22:55:16,546 basehttp 154 "GET /usernames/itcast_02/count/ HTTP/1.1" 200 39
ERROR 2021-01-02 22:55:16,601 log 228 Internal Server Error: /register/
Traceback (most recent call last):
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/views/generic/base.py", line 71, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/views/generic/base.py", line 97, in dispatch
    return handler(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/test/day08/MeiDuo_second/meiduo_mail/apps/users/views.py", line 59, in post
    mobile=mobile)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/contrib/auth/models.py", line 151, in create_user
    return self._create_user(username, email, password, **extra_fields)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/contrib/auth/models.py", line 143, in _create_user
    user = self.model(username=username, email=email, **extra_fields)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/db/models/base.py", line 501, in __init__
    raise TypeError("%s() got an unexpected keyword argument '%s'" % (cls.__name__, kwarg))
TypeError: User() got an unexpected keyword argument 'mobile'
ERROR 2021-01-02 22:55:16,607 basehttp 154 "POST /register/ HTTP/1.1" 500 99838
INFO 2021-01-02 22:57:28,567 autoreload 597 Watching for file changes with StatReloader
INFO 2021-01-02 22:57:38,111 autoreload 217 /home/ubuntu/Desktop/test/day08/MeiDuo_second/meiduo_mail/apps/users/views.py changed, reloading.
INFO 2021-01-02 22:57:38,513 autoreload 597 Watching for file changes with StatReloader
INFO 2021-01-02 22:57:47,933 autoreload 597 Watching for file changes with StatReloader
WARNING 2021-01-02 22:57:59,194 log 228 Not Found: /image_codes/f66e9bc0-a01a-4593-8f14-231c03a9551c/
WARNING 2021-01-02 22:57:59,196 basehttp 154 "GET /image_codes/f66e9bc0-a01a-4593-8f14-231c03a9551c/ HTTP/1.1" 404 2436
INFO 2021-01-02 22:57:59,826 basehttp 154 "GET /usernames/itcast_01/count/ HTTP/1.1" 200 39
INFO 2021-01-02 22:58:07,255 basehttp 154 "GET /usernames/itcast_03/count/ HTTP/1.1" 200 39
WARNING 2021-01-02 22:58:11,103 log 228 Not Found: /mobiles/15700000001/count/
WARNING 2021-01-02 22:58:11,106 basehttp 154 "GET /mobiles/15700000001/count/ HTTP/1.1" 404 2367
WARNING 2021-01-02 22:58:15,021 log 228 Not Found: /mobiles/15700000002/count/
WARNING 2021-01-02 22:58:15,022 basehttp 154 "GET /mobiles/15700000002/count/ HTTP/1.1" 404 2367
WARNING 2021-01-02 22:58:16,772 log 228 Not Found: /mobiles/15700000002/count/
WARNING 2021-01-02 22:58:16,775 basehttp 154 "GET /mobiles/15700000002/count/ HTTP/1.1" 404 2367
INFO 2021-01-02 22:58:16,782 basehttp 154 "GET /usernames/itcast_03/count/ HTTP/1.1" 200 39
ERROR 2021-01-02 22:58:16,836 log 228 Internal Server Error: /register/
Traceback (most recent call last):
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/core/handlers/base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/views/generic/base.py", line 71, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/views/generic/base.py", line 97, in dispatch
    return handler(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/test/day08/MeiDuo_second/meiduo_mail/apps/users/views.py", line 59, in post
    mobile=mobile)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/contrib/auth/models.py", line 151, in create_user
    return self._create_user(username, email, password, **extra_fields)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/contrib/auth/models.py", line 143, in _create_user
    user = self.model(username=username, email=email, **extra_fields)
  File "/home/ubuntu/.virtualenvs/py3_shunyi_44/lib/python3.6/site-packages/django/db/models/base.py", line 501, in __init__
    raise TypeError("%s() got an unexpected keyword argument '%s'" % (cls.__name__, kwarg))
TypeError: User() got an unexpected keyword argument 'mobile'
ERROR 2021-01-02 22:58:16,839 basehttp 154 "POST /register/ HTTP/1.1" 500 100316
INFO 2021-01-02 23:02:17,810 autoreload 217 /home/ubuntu/Desktop/test/day08/MeiDuo_second/meiduo_mail/apps/users/models.py changed, reloading.
INFO 2021-01-02 23:02:18,646 autoreload 597 Watching for file changes with StatReloader
INFO 2021-01-02 23:02:23,721 basehttp 154 "GET /usernames/itcast_03/count/ HTTP/1.1" 200 39
WARNING 2021-01-02 23:02:23,726 log 228 Not Found: /mobiles/15700000002/count/
WARNING 2021-01-02 23:02:23,727 basehttp 154 "GET /mobiles/15700000002/count/ HTTP/1.1" 404 2367
INFO 2021-01-02 23:02:23,852 basehttp 154 "POST /register/ HTTP/1.1" 200 27
WARNING 2021-01-02 23:02:24,775 log 228 Not Found: /carts/simple/
WARNING 2021-01-02 23:02:24,780 basehttp 154 "GET /carts/simple/ HTTP/1.1" 404 2328
